Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,KINGS,7186045789,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Above the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,
330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,KINGS,7182453901,Acute Care Hospitals,Government - Local,true,true,1,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Not Available,Results are not available for this reporting period,
330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,3154707449,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330204,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,2125614132,Acute Care Hospitals,Government - Local,true,true,1,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,
330205,ST ANTHONY COMMUNITY HOSPITAL,15 - 19  MAPLE AVENUE,WARWICK,NY,10990,ORANGE,8459862276,Acute Care Hospitals,Voluntary non-profit - Church,true,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,
330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,9149644444,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330211,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,OGDENSBURG,NY,13669,SAINT LAWRENCE,3153933600,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,
330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,2122637300,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Above the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440,ONEIDA,3153387000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13126,OSWEGO,3153495511,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,ERIE,7168983936,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,KINGS,7189637272,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,5185873222,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Below the National average,,Above the National average,,
330223,MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DRIVE,MASSENA,NY,13662,SAINT LAWRENCE,3157641711,Acute Care Hospitals,Government - Local,true,true,2,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,8453382500,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,
330226,UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,5857237000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,
330229,BROOKS MEMORIAL HOSPITAL,529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,7163661111,Acute Care Hospitals,Voluntary non-profit - Private,true,,2,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,7188833000,Acute Care Hospitals,Government - Local,true,true,1,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330232,ST MARY'S HOSPITAL ( TROY ),1300 MASSACHUSETTS AVENUE,TROY,NY,12180,RENSSELAER,5182685000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,NY,11212,KINGS,7182405966,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,
330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,WESTCHESTER,9142857017,Acute Care Hospitals,Government - Hospital District or Authority,true,true,1,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Below the National average,,
330235,AUBURN COMMUNITY HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,CAYUGA,3152557011,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,KINGS,7187803000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,111  CLARA BARTON STREET,DANSVILLE,NY,14437,LIVINGSTON,5853356001,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,
330239,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701,CHAUTAUQUA,7164870141,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,
330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,NEW YORK,2124918400,Acute Care Hospitals,Government - Local,true,true,1,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,ONONDAGA,3154734240,Acute Care Hospitals,Government - State,true,true,1,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,ONEIDA,3157988100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,6314746000,Acute Care Hospitals,Voluntary non-profit - Church,true,,3,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,CLINTON,5185627767,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,5167052525,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,9143663000,Acute Care Hospitals,Voluntary non-profit - Other,true,true,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,ORANGE,8455614400,Acute Care Hospitals,Voluntary non-profit - Other,true,true,2,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432,ONTARIO,3154629561,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,
330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,WESTCHESTER,9147343611,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330268,COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,SCHOHARIE,5182543300,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,
330270,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,NY,10021,NEW YORK,2126061000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,
330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,PUTNAM,9142795711,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,
330276,NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,FULTON,5187258621,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,
330277,CORNING HOSPITAL,1 GUTHRIE DRIVE,CORNING,NY,14830,STEUBEN,6079377200,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,
330279,MERCY HOSPITAL OF BUFFALO,565 ABBOTT ROAD,BUFFALO,NY,14220,ERIE,7168267000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,MONROE,5852752121,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,6313763000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,1,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Above the National average,,
330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,WESTCHESTER,9146810600,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Above the National average,,Below the National average,,Above the National average,,
330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,TOMPKINS,6072744401,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Below the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Below the National average,,Above the National average,,
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,5167193000,Acute Care Hospitals,Voluntary non-profit - Private,true,,2,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Above the National average,,
330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,5165796000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330340,SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,SUFFOLK,5167268200,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,
330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,KINGS,7182701000,Acute Care Hospitals,Government - State,true,true,1,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,
330372,FRANKLIN HOSPITAL,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,NASSAU,5162566000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467,BRONX,2125195000,Acute Care Hospitals,Government - Local,true,true,2,,Not Available,Results are not available for this reporting period,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,
330386,CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,SULLIVAN,8457943300,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,
330387,ROCKEFELLER UNIVERSITY HOSPITAL,1230 YORK AVENUE,NEW YORK,NY,10021,NEW YORK,2125708000,Acute Care Hospitals,Voluntary non-profit - Private,false,,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,
330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,6314444000,Acute Care Hospitals,Government - State,true,true,2,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",10-42 MITCHELL AVENUE,BINGHAMTON,NY,13903,BROOME,6077636000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,QUEENS,7188697000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Below the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,
330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,KINGS,7189638100,Acute Care Hospitals,Government - Local,true,true,2,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Not Available,Results are not available for this reporting period,
330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,KINGS,7186134000,Acute Care Hospitals,Voluntary non-profit - Private,false,true,1,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Not Available,Results are not available for this reporting period,
330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,2129609000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,6318623000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,
330403,MONROE COMMUNITY HOSPITAL,435 EAST HENRIETTA ROAD,ROCHESTER,NY,14620,MONROE,5857606500,Acute Care Hospitals,Government - State,false,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,
330405,HELEN HAYES HOSPITAL,51 NORTH ROUTE 9W,WEST HAVERSTRAW,NY,10993,ROCKLAND,8457864000,Acute Care Hospitals,Government - Local,false,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,
330406,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,1270 BELMONT AVENUE,SCHENECTADY,NY,12308,SCHENECTADY,5183863580,Acute Care Hospitals,Voluntary non-profit - Private,false,true,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,
330408,TRI-TOWN REGIONAL HEALTHCARE,43 WEST PEARL STREET,SIDNEY,NY,13838,DELAWARE,6075637080,Acute Care Hospitals,Voluntary non-profit - Private,true,,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,
331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,8456476400,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,
330409,BURDETT CARE CENTER,2215 BURDETT AVE,TROY,NY,12180,RENSSELAER,5182713655,Acute Care Hospitals,Voluntary non-profit - Private,false,,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,
331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,5859612000,Critical Access Hospitals,Voluntary non-profit - Private,false,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,
331302,ELIZABETHTOWN COMMUNITY HOSPITAL,75 PARK STREET,ELIZABETHTOWN,NY,12932,ESSEX,5188736377,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,
331303,CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE,8081 ROUTE 97,CALLICOON,NY,12723,SULLIVAN,8458875530,Critical Access Hospitals,Government - Federal,false,true,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,
331304,MARGARETVILLE MEMORIAL HOSPITAL,42084 STATE HIGHWAY 28,MARGARETVILLE,NY,12455,DELAWARE,8455862631,Critical Access Hospitals,Voluntary non-profit - Private,true,true,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,
331305,O'CONNOR HOSPITAL,460 ANDES ROAD,DELHI,NY,13753,DELAWARE,6077460300,Critical Access Hospitals,Voluntary non-profit - Private,true,true,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,
331306,MOSES-LUDINGTON HOSPITAL,1019 WICKER STREET,TICONDEROGA,NY,12883,ESSEX,5185853700,Critical Access Hospitals,Voluntary non-profit - Private,true,true,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,
331307,CLIFTON FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,SAINT LAWRENCE,3158483351,Critical Access Hospitals,Voluntary non-profit - Private,true,true,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,
331309,"RIVER HOSPITAL, INC",4 FULLER STREET,ALEXANDRIA BAY,NY,13607,JEFFERSON,3154822511,Critical Access Hospitals,Voluntary non-profit - Private,true,true,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,
331311,LITTLE FALLS HOSPITAL,140 BURWELL STREET,LITTLE FALLS,NY,13365,HERKIMER,3158235261,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,
